name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Pseudomonas sp. BAB-4399	1565726	species	1471	1	0	0
Bacillus sp. X1(2014)	1565991	species	3422674	1	1	0.0
Enterobacteria phage P88	1567486	species	35814	261	0	0
Mycobacterium sp. NRRL B-3805	1570328	species	5421338	5	0	0.0
Bacillus sp. BH072	1570330	species	4069641	19	0	0
Rhodococcus sp. 2G	1570939	species	5597939	2	0	0.0
Rhizobium sp. ACO-34A	1571470	species	6286069	14	13	0.0
Ruminococcaceae bacterium CPB6	1572656	species	2071515	1	1	0.0
Klebsiella sp. II83	1573904	species	1498	1	1	0.0
Bacillus sp. YP1	1574141	species	4153566	2252	12	3.00593e-07
Jeotgalibacillus sp. 5DwGM	1576633	species	1483	1	1	0.0
Streptomyces sp. PBH53	1577075	species	9153597	19	0	0.0
Mycobacterium saopaulense	1578165	species	4658536	6	1	0.0
Edwardsiella sp. EA181011	1578828	species	3965217	14	2	0.0
Phaeobacter piscinae	1580596	species	29116362	2	2	0.0
Bacillus sp. FJAT-22090	1581038	species	4216741	21	1	0
Pseudomonas sp. HMSC05H02	1581118	species	2336	282	0	0
Candidatus Methylopumilus planktonicus	1581557	species	1492178	1	1	0.0
Escherichia coli O183:H18	1581707	leaf	18026	34	7	1.81807e-06
Bacillus sp. F365	1581844	species	441	2	2	0.0
Clematis fusca var. coreana	1582009	varietas	159609	1	0	0.0
Pseudomonas sp. enrichment culture	1582021	species	46361	79	0	6.72492e-70
Pseudomonas cerasi	1583341	species	12732734	8	0	0.0
Lentzea guizhouensis	1586287	species	10000866	5	5	0.0
Arthrobacter sp. Hiyo8	1588023	species	5026722	2	0	0.0
Listeria phage vB_LmoS_188	1591072	species	38392	645	41	4.38399e-06
Listeria phage vB_LmoS_293	1591073	species	40759	971	32	2.28759e-05
bacterium E-2-0-5C	1591671	species	411	1	0	8.65907e-06
bacterium T-1-0-4H	1591806	species	439	1	0	7.76227e-06
Cloning vector pCK903	1595835	species	8907	2	0	0
Cloning vector pCK904	1595836	species	7695	1	0	0
Cloning vector pCK905	1595837	species	8172	1	0	0
Cloning vector pCK906	1595838	species	8379	1	0	0
Cloning vector pCK910	1595842	species	10215	43	0	0
Diptera sp. NZAC 03006325	1596721	species	616	1	1	0.0
Shuttle vector pNR-46158	1603883	species	6733	1	0	0
bacterium QAULG02	1604050	species	871	1	0	0.0
Sinocyclocheilus anshuiensis	1608454	species	185047354	9	0	0.0
Myriospora scabrida	1609034	species	11181	1	0	0.0
Confluentimicrobium sp. EMB200-NS6	1609966	species	4147426	4	0	0.0
Halomonas sp. HG01	1609967	species	3666044	7	0	0.0
Halomonas sp. R57-5	1610576	species	5031573	3	0	0.0
Pseudomonas sp. MRSN12121	1611770	species	6986763	104	70	0
Actinoalloteichus sp. GBA129-24	1612551	species	7275385	1	0	0.0
Actinoalloteichus sp. ADI127-7	1612552	species	7120854	1	0	0.0
Shigella flexneri 4c	1617964	leaf	15067570	259	1	0
Berkelbacteria bacterium GW2011_GWE1_39_12	1618337	species	916510	1	0	0.0
Salmonella enterica subsp. enterica serovar 4,5:i:-	1619252	leaf	87738	4	0	0.0
Paenibacillus physcomitrellae	1619311	species	4832027	5	5	0.0
Erwinia gerundensis	1619313	species	4504894	32	30	0.0
Sulfuricaulis limicola	1620215	species	2869281	11	11	0.0
uncultured bacterium BD_contig03453	1627142	species	1064	1	0	0.0
uncultured bacterium BD_contig03623	1627312	species	1048	1	0	0.0
Cloning vector pLac-GFP	1628426	species	6465	35	0	6.6698e-64
Cloning vector pQS-GFP	1628427	species	5736	29	0	1.48217e-86
Cloning vector pQS-SAH	1628428	species	5955	225	0	0
Bacillus sp. LM 4-2	1628753	species	4069266	1568	0	0
Dermabacter vaginalis	1630135	species	2395214	1	0	0.0
Salmonella enterica subsp. enterica serovar Choleraesuis var. Kunzendorf	1630946	leaf	5167	29	0	0
Weissella jogaejeotgali	1631871	species	2152633	373	9	0
Enterococcus virus FL1	1633149	species	0	5	0	0.0
Enterococcus virus FL3	1633151	species	0	3	0	0.0
Bacillus sp. JXH-244	1634543	species	1472	1	0	0
Bacillus sp. JXH-292	1634544	species	1473	1	0	0
bacterium MAS10	1635335	species	1075	1	0	0.0
Aeromonas sp. ASNIH3	1636608	species	5033911	11	0	1.6473e-186
Burkholderia sp. MSMB617WGS	1637831	species	6913798	4	2	0.0
Burkholderia sp. MSMB0266	1637837	species	7427555	3	0	6.20482e-75
Burkholderia sp. MSMB0852	1637841	species	7081173	2	0	7.66056e-68
Burkholderia sp. LA-2-3-30-S1-D2	1637862	species	7129526	13	0	0.0
Verrucomicrobia bacterium IMCC26134	1637999	species	4001000	3	3	0.0
Bacillus sp. RAB24	1639086	species	1382	1	0	0
Chania multitudinisentens	1639108	species	3746	1	0	0.0
Magnetospirillum sp. ME-1	1639348	species	4557095	4	3	0.0
Enterococcus phage EFLK1	1640885	species	130952	1	0	0.0
Pseudonocardia sp. HH130629-09	1641402	species	6300975	3	3	0.0
Streptomyces alfalfae	1642299	species	8628841	3	0	0.0
Proteiniphilum saccharofermentans	1642647	species	4418520	1	1	0.0
candidate division SR1 bacterium Aalborg_AAW-1	1643353	species	1044756	1	1	0.0
Pseudoaustroboletus valens	1643523	species	7668	2	0	0.0
Paenibacillus sp. D236	1643570	species	2565	1	0	0.0
Janthinobacterium sp. 1_2014MBL_MicDiv	1644131	species	6453540	4	0	0.0
Citrobacter sp. UIWRF0547	1644315	species	1258	1	0	8.65646e-05
Enterobacter sp. UIWRF0554	1644617	species	1317	1	1	0.0
Thripidae sp. BOLD:ACC5640	1647010	species	623	1	1	0.0
Salmonella phage SEN1	1647455	species	29733	1	0	0.0
Salmonella phage SEN2	1647457	species	6309	16	0	2.27136e-89
Salmonella phage SEN22	1647458	species	45268	27	0	1.14522e-123
Salmonella phage SEN23	1647459	species	3383	46	0	4.71663e-67
Salmonella phage SEN34	1647463	species	42538	859	1	1.5921e-05
Salmonella phage SEN35	1647464	species	1476	15	0	0
Salmonella phage SEN4	1647465	species	68188	1	0	0.0
Salmonella phage SEN5	1647466	species	68111	1	0	0.0
Barnesiella sp. S345	1647672	species	1384	1	0	0.0
Bacillus paralicheniformis	1648923	species	13365931	60	2	0
Streptomyces sp. CFMR 7	1649184	species	8307279	3	0	0.0
1649555	1649555	no rank	4586237	2	1	0.0
Pseudomonas sp. CCOS 191	1649877	species	6012947	55	30	0
Bacillus sp. PSu5_32	1650229	species	433	1	0	0.0
Edwardsiella sp. LADL05-105	1650654	species	4142037	3	0	0.0
Actinobacteria bacterium IMCC26256	1650658	species	2461858	1	1	0.0
Arthrobacter sp. YC-RL1	1652545	species	4018639	20	17	0.0
Rhodococcus sp. PBTS 1	1653478	species	4254739	2	2	0.0
Alloactinosynnema sp. L-07	1653480	species	7405112	2	2	0.0
Expression vector pWCD2353	1655396	species	12051	1	0	0
Mitsuaria sp. 7	1658665	species	6085092	36	27	0.0
Arsenicicoccus sp. oral taxon 190	1658671	species	3525271	3	3	0.0
Ottowia sp. oral taxon 894	1658672	species	2925783	2	0	0.0
Pseudomonas sp. GR 6-02	1659194	species	6500345	38	15	0.0
Campylobacter pinnipediorum subsp. pinnipediorum	1660067	subspecies	5161999	3	0	0.0
Leptospirillum sp. Group II 'CF-1'	1660083	species	2709324	1	1	0.0
Acidobacteria bacterium Mor1	1660251	species	5989545	1	1	0.0
Escherichia phage PA28	1660368	leaf	61292	22	0	0.0
Acidovorax sp. NA2	1662456	species	4058023	14	0	0.0
Acidovorax sp. P3	1662457	species	4565632	17	7	0.0
Acidovorax sp. P4	1662458	species	4704737	17	1	0.0
Enterobacter sp. FVB-2	1663199	species	769	1	0	0.0
Magnetospirillum sp. XM-1	1663591	species	4993922	12	4	0.0
Bacillus glycinifermentans	1664069	species	9432634	6	5	0.0
Bacillus sp. TAG8	1664316	species	2315	308	0	0
Phialophora attae	1664694	species	17021158	2	1	0.0
bacterium T2-22	1665329	species	1264	1	1	0.0
Halomonas sp. HL-93	1666906	species	4144542	1	0	0.0
Mesorhizobium sp. B7	1670800	species	5326010	11	4	0.0
Marinobacter sp. CP1	1671721	species	4768422	1	1	0.0
Expression vector pNDC_SUB4	1672048	species	9246	1	1	0.0
Staphylococcus sp. H-MRSA-153	1672352	species	1013	1	0	0
Sphingobium hydrophobicum	1673076	species	4608025	24	3	0.0
Sulfurifustis variabilis	1675686	species	3962612	1	1	0.0
Cloning vector pJL71-2W-gpmcherry	1676628	species	7279	14	0	0.0
Massilia sp. NR 4-1	1678028	species	6361416	42	27	0.0
Burkholderia sp. HB1	1678678	species	7206167	4	0	0.0
Bacillus sp. KXJ22	1678710	species	1423	1	0	0
Candidatus Methylopumilus	1679002	genus	0	1	0	0.0
Bacillus sp. BAB-5309	1679100	species	758	2	2	1.07207e-05
Cloning and transformation vector pOT2-3GLA	1681182	species	3293	4	0	0.0
Pseudomicrostroma glucosiphilum	1684307	species	3315	2	0	9.86409e-66
Saccharomyces cerevisiae x Saccharomyces eubayanus	1684324	species	9185	8	0	0
Eupodidae sp. BOLD:AAM8028	1685229	species	2353	9	0	0.0
Eupodidae sp. BOLD:ACG5382	1687498	species	1784	3	0	0.0
Pseudonocardia sp. EC080610-09	1688404	species	7131853	1	0	0.0
Arthrobacter sp. LS16	1690248	species	3851242	2	1	0.0
Hyphomonadaceae bacterium UKL13-1	1690484	species	3501508	11	2	0.0
Enterobacter sp. FY-07	1692238	species	5138701	40	4	4.02813e-10
Paenibacillus sp. 32O-W	1695218	species	5409921	7	6	0.0
Bordetella sp. H567	1697043	species	5532470	2	0	0.0
Oblitimonas alkaliphila	1697053	species	18951263	4	0	0.0
Steccherinum cf. ciliolatum UC2023201	1697529	species	656	1	1	0.0
uncultured bacterium 5G4	1701326	species	30180	1	0	0.0
Faecalibaculum rodentium	1702221	species	2545460	1	1	0.0
Negativicoccus massiliensis	1702287	species	1363641	1	0	0.0
Chelatococcus sp. CO-6	1702325	species	5243734	3	0	0.0
bacterium ASP33	1703192	species	1398	1	0	0.0
Arthrobacter sp. ERGS1:01	1704044	species	4938189	4	4	0.0
Methylovulum psychrotolerans	1704499	species	4930892	1	1	0.0
Bacillus sp. FJAT-18017	1705566	species	5265521	2	0	0.0
bacterium BM4	1705809	species	481	1	0	0.0
Staphylococcus sp. sw0106-31	1705904	species	1514	1	0	0
Massilia sp. WG5	1707785	species	6267305	31	15	0.0
Salmonella enterica subsp. salamae serovar 57:z29:z42	1710356	leaf	4719375	640	283	0
Tremella huuskonenii	1710679	species	68795	1	0	0.0
Turicibacter sp. H121	1712675	species	2622031	2	0	0.0
Microbacterium sp. No. 7	1714373	species	4827965	4	1	0.0
Chaetothyriales sp.	1715222	species	358532	2	0	0.0
Staphylococcus sp. AntiMn-1	1715860	species	2738396	6	2	0.0
Candidatus Nitrospira inopinata	1715989	species	3295117	1	0	0.0
Marinifilaceae bacterium SPP2	1717717	species	5720433	2	0	0.0
Bacillus sp. mixed culture J1-38	1717907	species	1511	1	0	0
Bacillus sp. mixed culture J2-4F	1717922	species	1505	2	0	0
Bacillus sp. mixed culture J6-6	1717949	species	1501	1	0	0
Exaiptasia pallida	1720309	species	57026045	2	1	0.0
Rhodococcus sp. 008	1723645	species	7438324	1	0	0.0
Saccharomycopsis fibuligera x Saccharomycopsis cf. fibuligera	1725355	species	38516460	3	0	0.0
Streptomyces sp. CdTB01	1725411	species	10191567	24	16	0.0
Brasema sp. AAF-2015	1727123	species	3460	1	0	0.0
Pedobacter sp. PACM 27299	1727164	species	6147290	1	1	0.0
Methylomonas sp. DH-1	1727196	species	5129342	1	0	0.0
Rhodococcus sp. H-CA8f	1727214	species	6498990	9	0	0
Salegentibacter sp. T436	1729720	species	4086550	1	1	0.0
Aeromonas sp. SHGW-95	1733547	species	4071	5	0	2.20953e-06
Cloning vector pMG401	1735269	species	4469	419	0	0
translation factor module pTFM1	1735752	species	64979	4057	1	7.45177e-05
Devosia sp. A16	1736675	species	5032994	1	1	0.0
Tsukamurella sp. MH1	1736703	species	4922396	1	1	0.0
Gordonia sp. 1D	1737359	species	5152117	1	0	0.0
Cebus capucinus imitator	1737458	subspecies	212920289	2	0	0.0
Agarilytica rhodophyticola	1737490	species	7115266	1	1	0.0
Enterobacter sp. AK5	1737637	species	1371	1	0	0.0
Yeast integrative vector pHMK34	1738057	species	11568	8	0	0
Staphylococcal shuttle vector pCN42	1740129	species	7297	54	0	0
Staphylococcal shuttle vector pCN44	1740130	species	8429	54	0	0
Burkholderia sp. Bp5365	1740162	species	7287809	1	0	0.0
Burkholderia sp. Bp7605	1740163	species	5705688	2	1	0.0
Pseudomonas phage vB_PaeS_PM105	1743016	species	39593	432	0	8.14755e-06
Bacillus sp. 24(2015b)	1743264	species	1384	1	0	0
Bordetella sp. N	1746199	species	6989698	3	3	0.0
Lactobacillus curtus	1746200	species	3251	9	0	0
Brevibacterium sp. AER314-4	1747944	species	1571	191	0	0
Candidatus Tenderia electrophaga	1748243	species	3763866	2	1	0
uncultured bacterium 25	1748273	species	41012	2	2	0.0
Marinobacter sp. LQ44	1749259	species	4435564	2	0	0.0
Planococcus sp. RMR14	1750564	species	1461	1	0	0
Streptomyces sp. 4F	1751294	species	8047771	1	1	0.0
Bacillus sp. 9FB4	1751760	species	1115	1	1	0.0
Bacillus sp. AGR111	1751915	species	1015	1	0	0
Pseudomonas phage phi1	1754216	species	57218	1184	58	0
Leia sp. BOLD:AAG4971	1754597	species	22128	7	4	0.0
Pseudomonas phage YMC11/02/R656	1755689	species	60919	797	268	0
Pseudomonas phage YMC11/11/R1836	1755690	leaf	37714	2	0	5.81434e-68
Lactobacillus phage SA-C12	1755697	species	79099	1	0	0.0
Paraphotobacterium marinum	1755811	species	2597070	3	2	0.0
Carteria sp. SAG 8-5	1756294	species	180596	1	0	0.0
Expression vector pMALp2EH	1756612	species	6798	1	0	0
Aeromonas sp. ASNIH5	1758179	species	4783196	1722	8	0
Achromobacter sp. AONIH1	1758194	species	6648943	128	32	0.0
Cloning vector pHCT2	1758559	species	11112	8	0	1.25399e-06
Serinicoccus sp. JLT9	1758689	species	3598701	6	3	0.0
Cloning vector pPasscode1	1758742	species	5887	81	0	2.10845e-08
Cloning vector pPasscode2	1758743	species	5887	81	0	2.10845e-08
Cloning vector pPasscode3	1758744	species	5886	81	0	2.71105e-05
Serratia sp. YD25	1759437	species	5117644	10	6	0.0
Trichosporonaceae	1759442	family	0	14	0	0.0
Escherichia phage Rac-SA53	1759531	species	52291	79	0	3.51237e-55
Escherichia phage SerU-LTIIb	1759532	species	10126	4	0	1.27706e-57
Pseudomonas sp. bs2935	1761895	species	5868846	2	0	0.0
Emericellopsis sp. 1a5	1761922	species	24951	1	0	0.0
Hydrogenophaga crassostreae	1763535	species	4945587	13	4	0.0
Thalassotalea crassostreae	1763536	species	3863134	3	3	0.0
Rheinheimera sp. F8	1763998	species	4464611	7	3	0.0
Plasmid vector pRP1028	1764028	species	6537	1	0	0.0
Plasmid vector pRP1099	1764029	species	5540	2	2	0.0
Plasmid vector pSS4332	1764030	species	6668	2	0	0.0
Acidihalobacter ferrooxidans	1765967	species	3450261	6	0	0.0
Tremella celata	1766741	species	2803	3	0	0
Raoultella sp. soB20	1766890	species	1082	1	0	0.0
Cloning vector pKRCPN1	1767046	species	8959	1	1	0.0
Deinococcus actinosclerus	1768108	species	3268586	15	14	0.0
Paucibacter sp. KCTC 42545	1768242	species	5169161	1	1	0.0
Microbulbifer aggregans	1769779	species	3865850	2	2	0.0
Klebsiella phage vB_KpnP_IME205	1770232	species	41310	7	7	0.0
Pseudomonas phage SM1	1772332	species	93191	20	0	0.0
Bacillus sp. SDLI1	1774743	species	4134042	17	0	0
Pseudomonas sp. M2(2015c)	1775556	species	1038	1	1	0.0
Pseudomonas phage JBD44	1777052	species	49033	815	23	0
Pseudomonas phage JBD69	1777053	species	36938	6	0	0.0
Pseudomonas phage YMC11/07/P54_PAE_BP	1777064	species	50183	80	12	7.48211e-62
Gastrointestinal evaluation vector pVISIA11	1777191	species	7327	131	0	0
Candidatus Doolittlea endobia	1778262	species	846562	3	3	0.0
Candidatus Hoaglandella endobia	1778263	species	636713	2	2	0.0
Dickeya fangzhongdai	1778540	species	5039216	5	0	0.0
Hydnora longicollis	1778543	species	11707	1	0	0.0
Bacillus sp. S26(2016)	1779387	species	1128	1	0	0.0
Cloning vector pMGK	1780132	species	5363	1	0	0.0
uncultured bacterium pAP3	1781154	species	34074	14	0	0.0
uncultured bacterium gwc2_scaffold_18640	1781464	species	9432	1	0	0.0
uncultured bacterium gwe2_scaffold_68	1781529	species	181586	1	0	0.0
uncultured bacterium gwf2_scaffold_1682	1781557	species	53076	1	0	0.0
Pseudomonas sp. MS586	1785145	species	6396728	77	4	0
Pseudomonas versuta	1788301	species	5159553	4	0	0.0
Acinetobacter larvae	1789224	species	3765016	1	0	0.0
Cloning vector pRIT21	1789743	species	7064	62	0	0
Stx converting phage vB_EcoS_P27	1792287	species	61580	12	0	0.0
Bosea sp. PAMC 26642	1792307	species	5510355	1	1	0.0
Yangia sp. CCB-MM3	1792508	species	5522061	2	2	0.0
Daucus setulosus	1792663	species	399416	2	0	0.0
Stenotrophomonas sp. KCTC 12332	1793721	species	4541594	126	53	0.0
Curtobacterium sp. 9128	1793722	species	3943601	1	0	0.0
Burkholderia sp. PAMC 26561	1795043	species	9055344	24	1	0.0
Microbacterium sp. PAMC 28756	1795053	species	3539061	5	0	0.0
Variovorax sp. PAMC 28711	1795631	species	4316152	65	43	0.0
Burkholderia sp. PAMC 28687	1795874	species	6881273	25	2	0.0
Hydrophilidae sp. BMNH 1274334	1796514	species	17838	1	0	0.0
Cupriavidus nantongensis	1796606	species	7139230	387	209	0
Blautia sp. YL58	1796616	species	5130267	1	0	0.0
Leifsonia sp. 21MFCrub1.1	1798223	species	3937879	1	1	0.0
Jiangella sp. DSM 45060	1798224	species	7486057	2	2	0.0
Ornithoboea pseudoflexuosa	1803681	species	7315	4	0	0.0
Flavivirga eckloniae	1803846	species	5666783	1	1	0.0
Burkholderia sp. OLGA172	1804984	species	8574890	15	0	0.0
uncultured bacterium IN-07	1805585	species	27439	2	1	0.0
uncultured bacterium IN-08	1805586	species	27734	1	0	0.0
Rhodococcus sp. MTM3W5.2	1805827	species	5666278	1	1	0.0
Serratia sp. NIHHS045	1806048	species	1387	1	0	0.0
synthetic bacterium JCVI-Syn3.0	1806462	species	1074869	10	0	1.70256e-212
Pseudomonas sp. 1217	1806904	species	3740	645	0	0
Rhodococcus sp. BH4	1807790	species	7019149	2	0	0.0
Escherichia sp. NCX9	1808313	species	1728	116	0	0
Acinetobacter sp. DUT-2	1809055	species	4074198	1	0	2.04902e-50
Herminiimonas arsenitoxidans	1809410	species	3785785	1	1	0.0
Immundisolibacter cernigliae	1810504	species	3243537	14	9	0.0
Salmonella phage 118970_sal4	1810705	species	42418	54	0	5.33511e-127
Bacillus sp. ALBL_207	1811256	species	4393	1	0	0.0
Enterobacter sp. HP19	1811975	species	332486	95	0	1.15238e-07
Sporocadaceae	1812776	family	0	2	0	0.0
Enterobacter cloacae complex 'Hoffmann cluster III'	1812934	species	4704469	1	0	0.0
Enterobacter cloacae complex 'Hoffmann cluster IV'	1812935	species	4925759	94	0	0
Lophophytum mirabile subsp. bolivianum	1813629	subspecies	821912	1	1	0.0
Salmonella phage 118970_sal3	1813771	species	77375	479	0	1.92696e-80
Salmonella phage 103203_sal5	1813779	species	40443	54	0	3.09262e-116
Shigella sp. PAMC 28760	1813821	species	4558287	253078	0	0.000101893
Streptococcus halotolerans	1814128	species	2190542	1	0	0.0
Cloning vector yeGFP_integration	1814215	species	3237	5	0	4.80368e-39
Cloning vector pJB036	1814217	species	7067	8	0	0
Salmonella phage SJ46	1815968	species	103445	32	0	0
Colwellia sp. PAMC 20917	1816218	species	4683314	1	0	0.0
Bacillus sp. CM3TT1	1816400	species	1455	1	1	0.0
Marinobacterium aestuarii	1821621	species	5193149	405	343	0.0
synthetic bacterium JCVI-Syn2.0	1822058	species	576026	5	0	5.68564e-230
Paraburkholderia	1822464	genus	0	3	0	0.0
Desulfuromonas sp. DDH964	1823759	species	3924652	5	0	0.0
NemA metabolic module vector	1825761	species	3338	71	0	0
PTE-S5 metabolic module vector	1825762	species	6509	1	1	0.0
1826778	1826778	no rank	31826261	283	2	0.0
Brevundimonas sp. GW460-12-10-14-LB2	1827469	species	3263775	1	0	0.0
Enterobacter sp. ODB01	1827481	species	4534036	19	0	0.0
Braconidae sp. BOLD:AAN8055	1831266	species	1746	2	2	0.0
Lachnoclostridium sp. YL32	1834196	species	7225339	2	1	0.0
Erysipelotrichaceae bacterium I46	1834207	species	4468297	1	1	0.0
Maribacter sp. T28	1836467	species	4272588	1	1	0.0
Cloning vector pTSL	1837086	species	4255	26	0	6.96638e-20
Bacillus sp. FJAT-14266	1837130	species	4109356	1748	42	1.73531e-128
Streptomyces sp. S8	1837283	species	7601864	3	0	0.0
Cutaneotrichosporon	1838142	genus	0	1	0	0.0
Lacunisphaera limnophila	1838286	species	4203832	1	1	0.0
Yersinia sp. FDAARGOS_228	1839800	species	4962867	3	1	0.0
Streptomyces sp. RTd22	1841249	species	11142275	2	1	0.0
Seriola lalandi dorsalis	1841481	subspecies	120265878	3	0	0.0
Gordonibacter massiliensis	1841863	species	3949643	2	2	0.0
Acidovorax sp. RAC01	1842533	species	4574859	3	2	0.0
Blastomonas sp. RAC04	1842535	species	4403499	1	1	0.0
Hydrogenophaga sp. RAC07	1842537	species	4674684	2	0	0.0
Bosea sp. RAC05	1842539	species	5620120	1	1	0.0
Methyloversatilis sp. RAC08	1842540	species	3937190	8	0	0.0
Rhodoferax koreense	1842727	species	5897108	40	37	0.0
Sphingobium sp. RAC03	1843368	species	4369746	5	5	0.0
Sporomusaceae	1843490	family	0	1	0	0.0
Brucella sp. 09RB8910	1844051	species	3593606	1	0	0.0
Pseudoxanthomonas sp. KAs 5-3	1844278	species	5643	71	0	0
Curvibacter sp. AEP1-3	1844971	species	4383889	6	1	0
Lactobacillus allii	1847728	species	2534178	17	1	6.75632e-09
Hafnia sp. CBA7124	1848580	species	4585298	2	1	0.0
Exiguobacterium sp. U13-1	1849031	species	3208634	1	1	0.0
Enterobacteriaceae bacterium	1849603	species	213388	1	1	0.0
Streptomyces sp. SAT1	1849967	species	8749968	5	1	0.0
Rhizorhabdus dicambivorans	1850238	species	5554433	4	3	0.0
Lutibacter sp. LPB0138	1850246	species	3427602	3	0	0.0
Trichosporonales	1851469	order	0	3	0	0.0
Cyanobium sp. NIES-981	1851505	species	3021545	3	3	0.0
